,date_mutation,valeur_fonciere,surface_reelle_bati,type_local,longitude,latitude
48327,2021-06-29,156500,28,Appartement,3.047413,50.63231
48329,2021-06-25,845000,130,Appartement,3.063568,50.64309
48333,2021-07-01,145000,39,Appartement,3.067689,50.622105
48334,2021-07-06,360500,95,Maison,3.025279,50.634051
48336,2021-06-28,143000,42,Appartement,3.044341,50.622224
48340,2021-06-17,182600,25,Appartement,3.065727,50.621221
48341,2021-06-17,182600,50,Appartement,3.065727,50.621221
48344,2021-06-17,178000,37,Appartement,3.067059,50.638058
48348,2021-06-29,251500,68,Appartement,3.065566,50.625096
48349,2021-06-28,74500,20,Appartement,3.072766,50.617525
48350,2021-06-25,244000,80,Maison,3.01113,50.635543
48351,2021-07-02,295000,91,Appartement,3.079898,50.626939
48355,2021-06-30,90000,30,Appartement,3.054176,50.620039
48358,2021-06-25,228000,87,Appartement,3.077806,50.628471
48360,2021-06-17,182600,25,Appartement,3.065727,50.621221
48361,2021-06-17,182600,50,Appartement,3.065727,50.621221
48363,2021-06-28,217000,70,Appartement,3.085422,50.639953
48366,2021-07-05,130000,30,Appartement,3.060427,50.647121
48367,2021-06-25,110000,38,Appartement,3.074327,50.611997
48368,2021-07-07,285150,75,Maison,3.046328,50.613301
48371,2021-06-22,65000,16,Appartement,3.045099,50.627788
48372,2021-06-23,237100,88,Maison,2.987691,50.649716
48373,2021-07-08,266500,98,Maison,3.089845,50.627407
48376,2021-06-23,115000,22,Appartement,3.062785,50.629088
48378,2021-07-05,170500,136,Maison,3.107449,50.625566
48380,2021-06-21,188000,84,Maison,2.99557,50.645225
48381,2021-06-28,700000,79,Appartement,3.070409,50.625118
48382,2021-06-28,700000,79,Appartement,3.070409,50.625118
48383,2021-06-28,700000,77,Appartement,3.070409,50.625118
48384,2021-06-28,700000,76,Appartement,3.070409,50.625118
48385,2021-06-28,700000,78,Appartement,3.070409,50.625118
48386,2021-06-28,700000,76,Appartement,3.070409,50.625118
48387,2021-06-28,700000,75,Appartement,3.070409,50.625118
48388,2021-06-28,700000,73,Appartement,3.070409,50.625118
48389,2021-06-28,700000,79,Appartement,3.070409,50.625118
48390,2021-06-28,700000,79,Appartement,3.070409,50.625118
48391,2021-06-28,700000,78,Appartement,3.070409,50.625118
48392,2021-06-28,700000,78,Appartement,3.070409,50.625118
48393,2021-06-28,700000,80,Appartement,3.070409,50.625118
48394,2021-06-28,700000,78,Appartement,3.070409,50.625118
48395,2021-06-28,700000,50,Appartement,3.070409,50.625118
48397,2021-06-28,700000,75,Appartement,3.070409,50.625118
48414,2021-06-28,700000,82,Appartement,3.070017,50.625776
48463,2021-06-28,700000,83,Appartement,3.070017,50.625776
48464,2021-06-28,700000,82,Appartement,3.070017,50.625776
48465,2021-06-28,700000,83,Appartement,3.070017,50.625776
48466,2021-06-28,700000,80,Appartement,3.070017,50.625776
48467,2021-06-28,700000,81,Appartement,3.070017,50.625776
48468,2021-06-28,700000,81,Appartement,3.070017,50.625776
48469,2021-06-28,700000,78,Appartement,3.070017,50.625776
48470,2021-06-28,700000,77,Appartement,3.070017,50.625776
48471,2021-06-28,700000,83,Appartement,3.070017,50.625776
48472,2021-06-28,700000,82,Appartement,3.070017,50.625776
48473,2021-06-28,700000,83,Appartement,3.070017,50.625776
48474,2021-06-28,700000,81,Appartement,3.070017,50.625776
48475,2021-06-28,700000,82,Appartement,3.070017,50.625776
48476,2021-06-28,700000,78,Appartement,3.070017,50.625776
48477,2021-06-28,700000,79,Appartement,3.070017,50.625776
48478,2021-06-28,700000,83,Appartement,3.070017,50.625776
48479,2021-06-28,700000,83,Appartement,3.070017,50.625776
48480,2021-06-28,700000,80,Appartement,3.070017,50.625776
48481,2021-06-28,700000,82,Appartement,3.070017,50.625776
48482,2021-06-28,700000,81,Appartement,3.070017,50.625776
48483,2021-06-28,700000,81,Appartement,3.070017,50.625776
48484,2021-06-28,700000,77,Appartement,3.070017,50.625776
48485,2021-06-28,700000,78,Appartement,3.070017,50.625776
48488,2021-06-30,428850,94,Appartement,3.053338,50.636935
48489,2021-06-29,76800,31,Appartement,3.068276,50.618715
48491,2021-07-02,460000,164,Appartement,3.062752,50.628115
48493,2021-06-11,285000,30,Appartement,3.055111,50.62067
48494,2021-06-11,285000,35,Appartement,3.055111,50.62067
48495,2021-06-11,285000,30,Appartement,3.055111,50.62067
48497,2021-07-08,180000,45,Appartement,3.061678,50.624872
48499,2021-07-08,329000,113,Maison,3.064878,50.611745
48500,2021-07-05,244500,75,Maison,3.117558,50.630377
48502,2021-07-06,275000,80,Maison,3.026655,50.633644
48503,2021-06-21,155000,61,Appartement,3.019757,50.638704
48505,2021-06-17,282000,100,Appartement,3.082104,50.623649
48507,2021-07-12,217000,98,Maison,3.096574,50.629003
48509,2021-06-25,84505,19,Appartement,3.035047,50.628771
48514,2021-06-25,168000,47,Appartement,3.09113,50.641682
48517,2021-06-16,394000,105,Appartement,3.04252,50.6275
48520,2021-06-29,212000,99,Maison,3.11038,50.627088
48523,2021-06-29,196800,73,Maison,3.062229,50.61942
48524,2021-06-28,770000,75,Maison,3.056962,50.639157
48527,2021-07-02,154000,37,Appartement,3.087974,50.65292
48529,2021-06-25,18000,48,Maison,3.044222,50.612826
48530,2021-06-24,360000,64,Appartement,3.056067,50.640192
48531,2021-07-06,180000,23,Appartement,3.095496,50.627636
48532,2021-07-06,180000,40,Appartement,3.095496,50.627636
48533,2021-07-06,180000,23,Appartement,3.095496,50.627636
48534,2021-07-05,425000,100,Appartement,3.060318,50.633016
48539,2021-06-25,189724,50,Appartement,3.053813,50.618723
48542,2021-06-16,173000,95,Appartement,3.006892,50.647497
48545,2021-07-02,292600,84,Appartement,3.085934,50.656212
48548,2021-06-22,87850,18,Appartement,3.045601,50.628102
48549,2021-06-24,200000,93,Maison,3.104483,50.634336
48550,2021-07-09,104000,21,Appartement,3.040413,50.633648
48560,2021-07-02,148000,50,Appartement,3.042133,50.621793
48561,2021-06-21,118000,21,Appartement,3.054721,50.624529
48565,2021-06-22,289000,74,Appartement,3.04283,50.62769
48566,2021-07-01,340000,54,Appartement,3.026131,50.636169
48567,2021-07-01,340000,131,Maison,3.026131,50.636169
48568,2021-06-25,250000,120,Maison,3.010604,50.629048
48569,2021-07-07,92500,17,Appartement,3.041468,50.626369
48572,2021-06-22,5300000,115,Appartement,3.064684,50.636578
48576,2021-07-13,349000,104,Maison,3.016146,50.636354
48577,2021-07-09,80600,17,Appartement,3.051232,50.62632
48578,2021-06-30,275000,20,Appartement,3.092922,50.633682
48579,2021-06-30,275000,20,Appartement,3.092922,50.633682
48580,2021-06-30,275000,20,Appartement,3.092922,50.633682
48583,2021-06-30,227000,80,Appartement,3.084418,50.649584
48585,2021-07-07,185000,37,Appartement,3.057963,50.639106
48587,2021-06-24,229650,67,Appartement,3.045317,50.624115
48589,2021-06-18,335000,165,Appartement,3.0852,50.652871
48592,2021-06-28,174000,18,Maison,3.05438,50.602243
48593,2021-06-28,174000,99,Maison,3.054606,50.60239
48594,2021-06-29,262000,75,Appartement,3.021752,50.63025
48598,2021-04-26,115000,42,Appartement,3.0852,50.652871
48599,2021-06-29,224000,52,Appartement,3.05426,50.630913
48602,2021-06-25,130000,60,Appartement,3.090072,50.643828
48603,2021-06-29,239000,131,Appartement,3.0852,50.652871
48607,2021-06-30,107550,33,Appartement,3.042133,50.621793
48609,2021-07-09,81750,19,Appartement,3.060099,50.624093
48612,2021-06-29,385000,113,Appartement,3.044694,50.629911
48614,2021-06-30,105000,36,Appartement,3.044091,50.624641
48616,2021-07-06,160000,25,Appartement,3.060994,50.62296
48617,2021-07-06,160000,28,Appartement,3.060994,50.62296
48618,2021-07-01,15000,40,Appartement,3.055335,50.633193
48620,2021-07-01,226000,68,Maison,3.101352,50.632982
48622,2021-07-01,720000,75,Appartement,3.048983,50.625836
48624,2021-07-01,720000,74,Appartement,3.048983,50.625836
48625,2021-07-01,720000,74,Appartement,3.048983,50.625836
48626,2021-07-05,230000,61,Appartement,3.061033,50.624953
48628,2021-07-08,142150,50,Appartement,3.052491,50.646507
48630,2021-06-25,227000,56,Maison,2.990608,50.640953
48633,2021-06-21,160500,83,Maison,3.089836,50.62956
48634,2021-06-25,210000,88,Maison,2.988638,50.650524
48641,2021-07-09,240000,60,Appartement,3.061664,50.624443
48643,2021-06-25,160000,39,Appartement,3.061908,50.648026
48650,2021-07-12,88000,19,Appartement,3.071716,50.622033
48651,2021-07-08,1020000,182,Maison,3.061706,50.630225
48654,2021-06-28,122000,32,Appartement,3.037658,50.626922
48657,2021-06-24,71500,20,Appartement,3.085585,50.632447
48659,2021-07-13,219000,53,Appartement,3.05426,50.630913
48662,2021-06-24,159129,46,Appartement,3.06549,50.612929
48663,2021-07-12,225000,95,Maison,3.11796,50.633268
48665,2021-07-09,235250,51,Appartement,3.059319,50.639455
48669,2021-07-13,349000,106,Maison,3.021752,50.63025
48671,2021-07-07,115000,33,Appartement,3.086745,50.647282
48673,2021-06-22,450000,49,Appartement,3.053195,50.637056
48675,2021-07-01,420000,33,Appartement,3.04226,50.631915
48676,2021-07-01,420000,20,Appartement,3.04226,50.631915
48677,2021-07-01,420000,11,Appartement,3.04226,50.631915
48678,2021-07-01,420000,20,Appartement,3.04226,50.631915
48681,2021-06-14,200000,50,Appartement,3.059019,50.627799
48682,2021-07-09,54800,10,Appartement,3.057041,50.631942
48683,2021-06-23,520000,19,Appartement,3.056384,50.646376
48684,2021-06-23,520000,38,Appartement,3.056384,50.646376
48685,2021-06-23,520000,21,Appartement,3.056384,50.646376
48688,2021-07-01,402000,22,Appartement,3.055335,50.633193
48689,2021-07-01,402000,40,Appartement,3.055335,50.633193
48690,2021-07-01,402000,19,Appartement,3.055335,50.633193
48691,2021-06-28,825000,170,Maison,3.056461,50.630975
48692,2021-06-16,390000,83,Appartement,3.063256,50.633404
48695,2021-06-24,128000,33,Appartement,3.067541,50.632793
48698,2021-06-30,406500,102,Appartement,3.056373,50.633971
48700,2021-07-02,121650,26,Appartement,3.047289,50.627692
48701,2021-07-01,550000,90,Appartement,3.055741,50.638902
48704,2021-07-12,139460,72,Appartement,3.104452,50.626641
48706,2021-07-09,69000,19,Appartement,3.039727,50.632458
48707,2021-06-24,190000,42,Appartement,3.042786,50.632683
48711,2021-07-13,110000,22,Appartement,3.071359,50.63331
48712,2021-07-15,348650,95,Maison,3.01294,50.628367
48714,2021-06-25,235000,75,Appartement,3.040319,50.633101
48718,2021-07-12,108000,42,Appartement,3.007167,50.63446
48722,2021-07-13,160000,42,Maison,3.055851,50.640669
48723,2021-07-16,280100,38,Appartement,3.04785,50.626441
48724,2021-07-07,580000,30,Appartement,3.067984,50.621679
48725,2021-07-07,580000,60,Appartement,3.067984,50.621679
48726,2021-07-07,580000,30,Appartement,3.067984,50.621679
48727,2021-07-07,580000,30,Appartement,3.067984,50.621679
48728,2021-07-07,580000,18,Appartement,3.067984,50.621679
48729,2021-07-07,580000,35,Appartement,3.067984,50.621679
48730,2021-07-07,580000,30,Appartement,3.067984,50.621679
48731,2021-07-07,580000,30,Appartement,3.067984,50.621679
48733,2021-07-13,168339,40,Appartement,3.055465,50.633071
48734,2021-07-15,185050,68,Appartement,3.024991,50.616661
48736,2021-07-15,72500,13,Appartement,3.046108,50.632346
48738,2021-06-24,148000,69,Appartement,3.031981,50.622129
48741,2021-06-23,611300,120,Maison,3.08379,50.651854
48743,2021-07-06,82000,28,Appartement,3.03373,50.627021
48745,2021-07-16,69000,18,Appartement,3.042885,50.620786
48749,2021-07-01,147000,29,Appartement,3.055879,50.637445
48750,2021-07-13,207000,50,Appartement,3.046707,50.631837
48752,2021-07-16,320335,100,Maison,3.097463,50.624929
48754,2021-07-02,110000,27,Appartement,3.050552,50.632667
48758,2021-07-15,170000,41,Appartement,3.05649,50.648933
48765,2021-07-09,320000,67,Appartement,3.062439,50.639091
48766,2021-06-17,350000,122,Maison,3.00599,50.6472
48768,2021-06-25,395700,97,Appartement,3.041606,50.6241
48770,2021-06-24,1011050,120,Maison,3.056996,50.641954
48772,2021-06-29,260000,59,Appartement,3.053012,50.635303
48778,2021-07-07,400000,118,Maison,2.976258,50.644067
48779,2021-07-02,318600,92,Maison,3.05702,50.639116
48783,2021-07-02,318600,68,Appartement,3.063888,50.633851
48786,2021-07-02,318600,25,Appartement,3.063888,50.633851
48787,2021-07-02,318600,55,Appartement,3.063888,50.633851
48789,2021-07-02,318600,25,Appartement,3.063888,50.633851
48790,2021-07-02,318600,70,Appartement,3.063888,50.633851
48791,2021-07-02,318600,44,Appartement,3.063888,50.633851
48816,2021-06-30,158500,69,Appartement,3.031981,50.622129
48817,2021-07-05,195000,43,Appartement,2.996367,50.644655
48819,2021-06-24,210000,84,Maison,2.977913,50.645894
48821,2021-06-29,248710,96,Appartement,3.06549,50.612929
48822,2021-07-02,279232,96,Maison,3.094453,50.632189
48824,2021-06-30,192400,43,Appartement,3.062597,50.638798
48825,2021-06-22,142500,90,Maison,3.097831,50.628076
48828,2021-07-07,250000,87,Appartement,2.982924,50.644675
48831,2021-07-01,340000,137,Maison,3.008305,50.648517
48834,2021-07-05,2200000,36,Appartement,3.086203,50.64236
48835,2021-07-05,2200000,18,Appartement,3.086203,50.64236
48837,2021-07-05,2200000,20,Appartement,3.086203,50.64236
48839,2021-07-05,2200000,17,Appartement,3.086203,50.64236
48840,2021-07-05,2200000,20,Appartement,3.086203,50.64236
48841,2021-07-05,2200000,74,Appartement,3.086203,50.64236
48842,2021-07-05,2200000,36,Appartement,3.086203,50.64236
48843,2021-07-05,2200000,9,Appartement,3.056264,50.628436
48844,2021-07-05,2200000,9,Appartement,3.056264,50.628436
48845,2021-07-05,2200000,9,Appartement,3.056264,50.628436
48846,2021-07-05,2200000,22,Appartement,3.056264,50.628436
48847,2021-07-05,2200000,13,Appartement,3.056264,50.628436
48848,2021-07-05,2200000,22,Appartement,3.056264,50.628436
48849,2021-07-05,2200000,14,Appartement,3.056264,50.628436
48850,2021-07-05,2200000,22,Appartement,3.056264,50.628436
48851,2021-07-01,290000,65,Appartement,3.085988,50.633465
48852,2021-07-01,290000,48,Appartement,3.085988,50.633465
48853,2021-07-01,290000,64,Appartement,3.085988,50.633465
48855,2021-07-01,500000,210,Maison,2.986933,50.644915
48856,2021-06-24,190000,100,Maison,3.011227,50.634736
48858,2021-07-13,182000,37,Appartement,3.061036,50.625915
48859,2021-06-25,167516,44,Appartement,3.042543,50.632868
48860,2021-07-13,98000,24,Appartement,3.054614,50.622664
48863,2021-06-21,115000,40,Appartement,3.059399,50.627532
48866,2021-06-25,160200,49,Appartement,3.008314,50.634797
48867,2021-07-15,107587,28,Appartement,3.063107,50.625235
48869,2021-06-30,415000,39,Appartement,3.060075,50.621958
48871,2021-06-30,415000,36,Appartement,3.060075,50.621958
48872,2021-06-30,415000,32,Appartement,3.060075,50.621958
48873,2021-06-30,415000,38,Appartement,3.060075,50.621958
48876,2021-06-29,355000,110,Appartement,3.067178,50.628156
48879,2021-07-02,283000,129,Appartement,3.004576,50.628554
48880,2021-07-15,199500,86,Maison,3.09733,50.622832
48882,2021-07-05,338650,83,Maison,3.04403,50.612126
48884,2021-07-13,203500,44,Appartement,3.054184,50.641618
48887,2021-07-01,219000,36,Appartement,3.061534,50.638287
48889,2021-07-13,115000,15,Appartement,3.071992,50.613384
48890,2021-07-13,115000,12,Appartement,3.071992,50.613384
48891,2021-07-13,115000,15,Appartement,3.071992,50.613384
48893,2021-07-08,560000,170,Appartement,3.043715,50.628671
48896,2021-06-29,351400,82,Appartement,3.059666,50.648226
48899,2021-06-30,178500,50,Appartement,3.086943,50.646122
48902,2021-06-21,221000,53,Appartement,3.056405,50.633025
48903,2021-07-01,270000,72,Maison,3.093646,50.646016
48905,2021-07-15,247500,66,Appartement,3.071025,50.622921
48908,2021-07-19,238200,46,Appartement,3.051767,50.636224
48911,2021-07-05,224350,62,Appartement,3.070553,50.623925
48912,2021-07-08,286500,91,Appartement,3.014286,50.633448
48917,2021-07-05,230000,63,Appartement,3.061414,50.640342
48919,2021-06-25,188400,60,Appartement,3.065256,50.626488
48921,2021-07-13,150000,30,Appartement,3.0607,50.634233
48922,2021-07-06,128000,34,Appartement,3.052912,50.631733
48924,2021-06-26,203600,56,Maison,3.058877,50.618674
48925,2021-07-07,489000,120,Maison,3.089039,50.655644
48926,2021-06-24,220000,48,Appartement,3.065274,50.632429
48929,2021-07-19,160400,39,Appartement,3.062279,50.641524
48930,2021-06-21,167500,40,Appartement,3.060921,50.623353
48932,2021-07-09,133000,33,Appartement,3.028163,50.634014
48935,2021-07-01,242000,58,Maison,2.978922,50.6449
48936,2021-07-05,220000,66,Maison,3.041032,50.623201
48938,2021-07-02,150000,50,Appartement,3.086306,50.653744
48941,2021-06-25,98000,24,Appartement,3.038714,50.624422
48942,2021-07-20,225000,70,Maison,3.068811,50.612177
48943,2021-07-16,196000,17,Appartement,3.005004,50.647392
48944,2021-07-16,196000,81,Appartement,3.005004,50.647392
48945,2021-07-13,218530,70,Appartement,3.033105,50.625489
48948,2021-07-09,703045,144,Maison,3.040753,50.623692
48950,2021-07-02,130000,28,Appartement,3.059666,50.648226
48951,2021-07-08,235000,43,Appartement,3.052297,50.632096
48952,2021-07-07,173000,60,Appartement,3.058045,50.644541
48958,2021-07-19,95000,12,Appartement,3.057107,50.632495
48959,2021-07-15,355000,91,Maison,2.983839,50.638019
48960,2021-07-06,160240,55,Maison,3.087692,50.633299
48961,2021-07-09,347200,87,Appartement,3.070995,50.633053
48963,2021-07-12,360000,78,Appartement,3.047988,50.627147
48970,2021-07-01,120000,64,Maison,3.033413,50.622696
48971,2021-07-15,1375000,65,Appartement,3.046996,50.630827
48972,2021-07-15,1375000,36,Appartement,3.046996,50.630827
48973,2021-07-15,1375000,52,Appartement,3.046996,50.630827
48974,2021-07-15,1375000,33,Appartement,3.046996,50.630827
48975,2021-07-15,1375000,39,Appartement,3.046996,50.630827
48976,2021-07-15,1375000,165,Appartement,3.046996,50.630827
48978,2021-06-30,195000,32,Appartement,3.05433,50.634975
48982,2021-07-16,156800,65,Maison,3.053656,50.613083
48983,2021-07-05,125000,38,Appartement,3.019757,50.638704
48985,2021-06-24,170140,65,Maison,3.059238,50.645288
48989,2021-06-23,250000,84,Appartement,3.03893,50.622933
48992,2021-06-25,154070,51,Appartement,3.051313,50.622503
48994,2021-07-01,232000,110,Appartement,3.085349,50.653191
48996,2021-07-13,88500,16,Appartement,3.056526,50.635075
