,rowid,date_mutation,longitude,latitude
7776,15351,2019-10-30,3.053804,50.606659
7777,15353,2019-10-18,3.077999,50.628013
7778,15355,2019-10-14,3.053439,50.625387
7779,15358,2019-10-10,3.03893,50.622933
7780,15359,2019-10-17,3.041628,50.632636
7781,15361,2019-10-23,3.041468,50.626369
7782,15363,2019-10-17,3.024677,50.633477
7783,15366,2019-10-23,3.056393,50.628275
7784,15367,2019-10-23,3.056393,50.628275
7785,15369,2019-10-22,3.080417,50.64144
7786,15370,2019-10-22,3.075192,50.63467
7787,15372,2019-10-25,3.062785,50.629088
7788,15374,2019-10-23,3.057959,50.632727
7789,15376,2019-10-24,3.053731,50.636666
7790,15377,2019-10-22,3.054629,50.646353
7791,15378,2019-11-04,3.039129,50.623623
7792,15381,2019-10-18,3.066674,50.61984
7793,15383,2019-10-30,3.046075,50.624252
7794,15384,2019-10-24,3.069954,50.639753
7795,15385,2019-10-23,3.068138,50.623284
7796,15388,2019-11-06,3.057683,50.626406
7797,15389,2019-10-30,3.039601,50.634317
7798,15390,2019-10-15,3.061028,50.624365
7799,15391,2019-10-15,3.061028,50.624365
7800,15392,2019-10-30,3.10492,50.628297
7801,15393,2019-10-21,3.060938,50.629048
7802,15395,2019-11-06,3.027764,50.633274
7803,15397,2019-11-06,3.065251,50.636384
7804,15398,2019-10-17,3.065913,50.631957
7805,15401,2019-11-07,3.072869,50.622432
7806,15402,2019-10-30,3.049472,50.62099
7807,15404,2019-10-18,3.067047,50.641948
7808,15407,2019-10-18,3.065588,50.63367
7809,15410,2019-10-17,3.077806,50.628471
7810,15411,2019-10-31,3.086843,50.654969
7811,15412,2019-10-31,3.086843,50.654969
7812,15414,2019-10-31,3.086843,50.654969
7813,15416,2019-10-28,3.05328,50.632765
7814,15418,2019-10-23,3.085995,50.645262
7815,15420,2019-10-09,3.101309,50.623362
7816,15421,2019-11-07,3.03893,50.622933
7817,15423,2019-10-09,3.101309,50.623362
7818,15425,2019-10-28,3.052883,50.623477
7819,15426,2019-11-06,3.063394,50.639509
7820,15430,2019-10-24,3.054196,50.619443
7821,15431,2019-11-08,3.057567,50.64585
7822,15433,2019-11-05,3.05567,50.62374
7823,15439,2019-11-08,3.030836,50.622647
7824,15441,2019-10-23,3.053378,50.631756
7825,15444,2019-10-23,3.055502,50.640246
7826,15446,2019-11-08,3.06034,50.646468
7827,15447,2019-11-08,3.067892,50.62046
7828,15459,2019-10-28,3.041468,50.626369
7829,15460,2019-10-18,3.059607,50.625375
7830,15461,2019-10-25,3.096939,50.650554
7831,15463,2019-10-29,3.080417,50.64144
7832,15464,2019-10-24,3.086232,50.648747
7833,15467,2019-11-13,3.03893,50.622933
7834,15472,2019-10-31,3.054671,50.633287
7835,15473,2019-10-31,3.054671,50.633287
7836,15474,2019-10-31,3.054671,50.633287
7837,15475,2019-10-29,3.030836,50.622647
7838,15477,2019-11-12,3.058422,50.636062
7839,15479,2019-11-12,3.058422,50.636062
7840,15480,2019-11-12,3.058422,50.636062
7841,15481,2019-11-12,3.058422,50.636062
7842,15483,2019-11-12,3.058505,50.636099
7843,15485,2019-10-29,3.080417,50.64144
7844,15487,2019-11-12,3.056558,50.633493
7845,15491,2019-10-29,3.054196,50.619443
7846,15492,2019-10-18,3.04776,50.630099
7847,15494,2019-10-29,3.091819,50.636541
7848,15497,2019-11-08,3.086563,50.650152
7849,15498,2019-10-17,3.057828,50.647254
7850,15501,2019-11-09,3.06161,50.619769
7851,15503,2019-10-30,3.065566,50.625096
7852,15507,2019-10-18,3.080372,50.621588
7853,15510,2019-11-13,3.027764,50.633274
7854,15516,2019-10-24,3.071632,50.633314
7855,15517,2019-10-30,3.09115,50.638299
7856,15521,2019-10-31,3.03625,50.624107
7857,15525,2019-11-08,3.042214,50.63378
7858,15529,2019-11-08,3.067347,50.636625
7859,15536,2019-11-08,3.050488,50.620191
7860,15537,2019-11-08,3.050488,50.620191
7861,15538,2019-11-08,3.050488,50.620191
7862,15542,2019-11-05,3.061911,50.63416
7863,15543,2019-11-13,3.049207,50.627427
7864,15545,2019-11-08,3.092144,50.644033
7865,15551,2019-11-13,3.049207,50.627427
7866,15552,2019-10-25,3.057122,50.64516
7867,15553,2019-10-25,3.097676,50.630452
7868,15557,2019-10-25,3.032087,50.635547
7869,15558,2019-11-08,3.055074,50.631331
7870,15561,2019-11-14,3.054842,50.645177
7871,15562,2019-10-22,3.044489,50.613631
7872,15563,2019-11-12,3.030965,50.625973
7873,15565,2019-10-25,3.090331,50.632496
7874,15568,2019-10-28,3.058985,50.639479
7875,15569,2019-11-13,3.056545,50.645701
7876,15572,2019-10-30,3.079596,50.639582
7877,15576,2019-10-29,3.055515,50.647329
7878,15579,2019-10-31,3.062391,50.629625
7879,15581,2019-11-08,3.086491,50.646445
7880,15585,2019-10-28,3.053916,50.639129
7881,15587,2019-10-28,3.066361,50.634235
7882,15588,2019-10-25,3.06848,50.632772
7883,15592,2019-11-18,3.064486,50.61147
7884,15595,2019-11-15,3.065028,50.629688
7885,15596,2019-10-31,3.041947,50.622718
7886,15606,2019-10-29,3.055431,50.644308
7887,15608,2019-11-19,3.05563,50.623606
7888,15611,2019-10-31,3.070255,50.622789
7889,15612,2019-11-05,3.052436,50.628241
7890,15613,2019-11-13,3.066365,50.62083
7891,15615,2019-11-04,3.051869,50.644676
7892,15616,2019-10-31,3.061033,50.622287
7893,15618,2019-10-14,3.052934,50.646172
7894,15620,2019-10-25,3.045582,50.605684
7895,15621,2019-11-12,3.056468,50.637278
7896,15622,2019-10-31,3.074976,50.623717
7897,15623,2019-10-30,3.072704,50.628946
7898,15624,2019-11-04,3.056881,50.644734
7899,15625,2019-11-18,3.089053,50.650643
7900,15627,2019-10-30,3.080417,50.64144
7901,15629,2019-11-06,3.058041,50.612894
7902,15631,2019-11-04,3.058041,50.612894
7903,15633,2019-10-24,3.058584,50.624764
7904,15635,2019-10-24,3.079898,50.626939
7905,15636,2019-11-18,3.055044,50.643257
7906,15638,2019-11-15,3.063867,50.628225
7907,15642,2019-11-19,3.098002,50.631754
7908,15644,2019-11-04,3.080372,50.621588
7909,15646,2019-11-18,3.054435,50.630108
7910,15650,2019-11-18,3.096757,50.632374
7911,15651,2019-11-18,3.096757,50.632374
7912,15652,2019-11-18,3.096757,50.632374
7913,15656,2019-11-05,3.092468,50.622855
7914,15657,2019-11-05,3.092468,50.622855
7915,15658,2019-11-05,3.092468,50.622855
7916,15659,2019-11-08,3.025396,50.633776
7917,15665,2019-10-25,3.075292,50.637407
7918,15668,2019-11-07,3.103782,50.630895
7919,15669,2019-11-07,3.060961,50.641515
7920,15672,2019-11-06,3.056393,50.628275
7921,15675,2019-10-31,3.042885,50.620786
7922,15679,2019-11-08,3.058041,50.612894
7923,15681,2019-11-12,3.035137,50.624069
7924,15684,2019-10-26,3.086745,50.647282
7925,15691,2019-10-31,3.05591,50.634454
7926,15692,2019-10-31,3.065437,50.634037
7927,15699,2019-11-04,3.080417,50.64144
7928,15700,2019-10-29,3.054068,50.646933
7929,15703,2019-11-18,3.068183,50.637814
7930,15708,2019-11-18,,
7931,15709,2019-11-18,,
7932,15710,2019-11-18,,
7933,15712,2019-11-18,,
7934,15713,2019-11-18,,
7935,15714,2019-11-18,,
7936,15715,2019-11-18,,
7937,15716,2019-11-04,3.074831,50.619306
7938,15717,2019-11-04,3.074831,50.619306
7939,15718,2019-11-04,3.074831,50.619306
7940,15719,2019-10-25,3.068234,50.639816
7941,15722,2019-11-06,3.03893,50.622933
7942,15723,2019-11-15,3.06028,50.625863
7943,15725,2019-10-24,3.039783,50.622673
7944,15727,2019-11-15,3.079898,50.626939
7945,15731,2019-11-07,3.091709,50.649766
7946,15733,2019-11-18,3.08003,50.628649
7947,15738,2019-11-07,3.053951,50.625543
7948,15744,2019-11-05,3.035047,50.628771
7949,15745,2019-11-08,3.065936,50.619982
7950,15747,2019-11-07,3.061033,50.624953
7951,15748,2019-11-07,3.061033,50.624953
7952,15749,2019-10-29,3.040769,50.627413
7953,15753,2019-11-22,3.070629,50.618624
7954,15754,2019-11-04,3.054876,50.628381
7955,15755,2019-11-06,3.056816,50.633709
7956,15757,2019-10-15,3.041652,50.626962
7957,15760,2019-11-13,3.059666,50.648226
7958,15763,2019-11-06,3.065588,50.63367
7959,15764,2019-11-22,3.084313,50.640122
7960,15765,2019-11-22,3.084313,50.640122
7961,15766,2019-11-22,3.084313,50.640122
7962,15767,2019-11-22,3.084313,50.640122
7963,15768,2019-11-05,3.035062,50.629497
7964,15769,2019-11-12,3.058041,50.612894
7965,15772,2019-11-18,3.058041,50.612894
7966,15774,2019-11-19,3.058041,50.612894
7967,15776,2019-11-14,3.058041,50.612894
7968,15777,2019-11-18,3.053813,50.618723
7969,15790,2019-11-08,3.075532,50.613147
7970,15791,2019-11-08,3.075532,50.613147
7971,15792,2019-11-08,3.075532,50.613147
7972,15793,2019-11-08,3.075532,50.613147
7973,15794,2019-11-08,3.075532,50.613147
7974,15795,2019-11-08,3.075532,50.613147
7975,15796,2019-11-08,3.075532,50.613147
7976,15797,2019-11-08,3.075532,50.613147
7977,15798,2019-11-08,3.075532,50.613147
7978,15799,2019-11-08,3.075532,50.613147
7979,15800,2019-11-08,3.075532,50.613147
7980,15801,2019-11-08,3.075532,50.613147
7981,15802,2019-11-08,3.075532,50.613147
7982,15803,2019-11-08,3.075532,50.613147
7983,15804,2019-11-08,3.075532,50.613147
7984,15805,2019-11-08,3.075532,50.613147
7985,15806,2019-11-08,3.075532,50.613147
7986,15807,2019-11-08,3.075532,50.613147
7987,15808,2019-11-08,3.075532,50.613147
7988,15809,2019-11-08,3.075532,50.613147
7989,15810,2019-11-08,3.075532,50.613147
7990,15811,2019-11-08,3.075532,50.613147
7991,15812,2019-11-08,3.075532,50.613147
7992,15813,2019-11-08,3.075532,50.613147
7993,15814,2019-11-18,3.049436,50.631839
7994,15816,2019-11-20,3.06023,50.647566
7995,15873,2019-11-22,3.06034,50.646468
7996,15877,2019-11-04,3.0845,50.642146
7997,15879,2019-11-22,3.06968,50.631386
7998,15881,2019-11-05,3.060997,50.623434
7999,15883,2019-11-15,3.058041,50.612894
8000,15884,2019-11-18,3.061028,50.624365
8001,15885,2019-11-15,3.053951,50.623434
8002,15886,2019-11-15,3.053951,50.623434
8003,15887,2019-11-15,3.053951,50.623434
8004,15890,2019-11-22,3.051313,50.622503
8005,15893,2019-10-14,3.057226,50.624595
8006,15894,2019-11-12,3.075292,50.637407
8007,15895,2019-11-18,3.063274,50.634951
8008,15896,2019-11-20,3.089481,50.652476
8009,15897,2019-10-30,3.054328,50.646221
8010,15898,2019-11-18,3.106349,50.625727
8011,15900,2019-11-25,3.069313,50.621815
8012,15901,2019-11-06,3.104452,50.626641
8013,15903,2019-10-11,3.053935,50.622561
8014,15904,2019-10-11,3.053935,50.622561
8015,15906,2019-10-11,3.053935,50.622561
8016,15909,2019-11-08,3.085038,50.65073
8017,15911,2019-11-05,3.035376,50.623922
8018,15912,2019-11-08,3.054583,50.629219
8019,15915,2019-11-06,3.043727,50.635981
8020,15916,2019-11-12,3.088463,50.652766
8021,15918,2019-11-07,3.048377,50.633307
8022,15919,2019-11-05,3.064516,50.629609
8023,15920,2019-11-21,3.076675,50.620729
8024,15922,2019-10-30,3.034191,50.624273
8025,15928,2019-11-22,3.057031,50.632736
8026,15931,2019-11-22,3.042214,50.63378
8027,15932,2019-11-22,3.065286,50.632801
8028,15934,2019-11-25,3.065916,50.630059
8029,15937,2019-11-18,3.035202,50.621718
8030,15938,2019-11-04,3.034191,50.624273
8031,15948,2019-11-12,3.080737,50.623479
8032,15952,2019-11-08,3.06514,50.63875
8033,15953,2019-11-08,3.06514,50.63875
8034,15956,2019-11-05,3.062392,50.644865
8035,15957,2019-11-14,3.059402,50.647499
8036,15961,2019-11-19,3.086306,50.653744
8037,15962,2019-11-14,3.035047,50.628771
8038,15966,2019-10-28,3.080417,50.64144
8039,15967,2019-09-11,3.044474,50.631044
8040,15970,2019-11-27,3.054396,50.641756
8041,15971,2019-10-30,3.051784,50.632636
8042,15972,2019-10-30,3.051784,50.632636
8043,15975,2019-11-14,3.056437,50.632972
8044,15976,2019-11-14,3.056437,50.632972
8045,15977,2019-11-25,3.053502,50.624109
8046,15986,2019-11-25,3.041255,50.624357
8047,15987,2019-11-25,3.041255,50.624357
8048,15988,2019-11-25,3.041255,50.624357
8049,15990,2019-11-21,3.086017,50.645214
8050,15991,2019-11-27,3.09548,50.623328
8051,15992,2019-11-09,3.068283,50.640755
8052,15993,2019-11-04,3.055736,50.626956
8053,15994,2019-11-08,3.103882,50.616307
8054,15996,2019-11-08,3.103882,50.616307
8055,15997,2019-11-08,3.103882,50.616307
8056,15998,2019-11-08,3.103882,50.616307
8057,16000,2019-11-27,3.071632,50.633314
8058,16002,2019-11-27,3.048279,50.635012
8059,16006,2019-11-20,3.029629,50.617209
8060,16007,2019-11-28,3.099918,50.633812
8061,16008,2019-11-28,3.099918,50.633812
8062,16009,2019-11-28,3.099918,50.633812
8063,16014,2019-11-26,3.081874,50.639449
8064,16016,2019-11-29,3.086355,50.638416
8065,16018,2019-11-13,3.045528,50.630561
8066,16020,2019-11-19,3.075481,50.622654
8067,16023,2019-11-06,3.034343,50.625638
8068,16024,2019-11-22,3.052713,50.634684
8069,16027,2019-11-18,3.080372,50.621588
8070,16028,2019-11-18,3.080372,50.621588
8071,16030,2019-11-18,3.080372,50.621588
8072,16032,2019-11-14,3.066354,50.642687
8073,16033,2019-11-12,3.061091,50.63913
8074,16035,2019-11-13,3.060099,50.624093
8075,16038,2019-11-28,3.048917,50.632315
8076,16039,2019-11-28,3.044532,50.631001
8077,16040,2019-11-27,3.044341,50.622224
8078,16042,2019-11-28,3.062529,50.631803
8079,16044,2019-11-27,3.057479,50.644315
8080,16048,2019-11-07,3.073127,50.612082
8081,16049,2019-11-28,3.035029,50.621431
8082,16051,2019-11-28,3.035029,50.621431
8083,16052,2019-11-28,3.035029,50.621431
8084,16053,2019-11-28,3.035029,50.621431
8085,16055,2019-11-14,3.055515,50.647329
8086,16060,2019-11-20,3.037108,50.622725
8087,16061,2019-11-28,3.05485,50.633423
8088,16063,2019-11-29,3.053804,50.606659
8089,16065,2019-11-22,3.058041,50.612894
8090,16069,2019-11-22,3.058041,50.612894
8091,16070,2019-11-27,3.110524,50.62674
8092,16071,2019-11-27,3.110524,50.62674
8093,16073,2019-11-27,3.110524,50.62674
8094,16074,2019-11-27,3.110524,50.62674
8095,16075,2019-11-27,3.110524,50.62674
8096,16076,2019-11-27,3.110524,50.62674
8097,16077,2019-11-12,3.062439,50.639091
8098,16078,2019-11-07,3.032087,50.635547
8099,16079,2019-11-04,3.068539,50.618561
8100,16084,2019-11-06,3.087974,50.65292
8101,16088,2019-11-14,3.073005,50.618554
8102,16089,2019-11-23,3.059666,50.648226
8103,16091,2019-11-15,3.095699,50.640086
8104,16102,2019-11-12,3.044694,50.629911
8105,16104,2019-11-15,3.060979,50.611545
8106,16106,2019-11-29,3.039392,50.632858
8107,16107,2019-11-08,,
8108,16108,2019-11-08,,
8109,16109,2019-11-08,,
8110,16110,2019-11-08,,
8111,16112,2019-11-07,3.054408,50.62212
8112,16113,2019-11-07,3.054408,50.62212
8113,16114,2019-11-07,3.054408,50.62212
8114,16117,2019-11-04,3.091819,50.636541
8115,16120,2019-11-15,3.041671,50.621775
8116,16122,2019-11-18,3.034191,50.624273
8117,16123,2019-11-08,3.054703,50.621716
8118,16124,2019-11-08,3.054703,50.621716
8119,16125,2019-11-08,3.054703,50.621716
8120,16127,2019-11-18,3.058584,50.624764
8121,16128,2019-11-07,3.112765,50.625402
8122,16130,2019-11-22,3.082821,50.640823
8123,16136,2019-11-15,3.059358,50.633357
8124,16139,2019-11-15,3.046816,50.61389
8125,16141,2019-12-02,3.103043,50.628618
8126,16142,2019-12-02,3.103043,50.628618
8127,16143,2019-12-02,3.103043,50.628618
8128,16144,2019-12-02,3.103043,50.628618
8129,16145,2019-11-21,3.03373,50.627021
8130,16147,2019-11-07,3.062677,50.63361
8131,16148,2019-11-15,3.083275,50.639789
8132,16151,2019-11-06,3.063131,50.64367
8133,16152,2019-11-06,3.063131,50.64367
8134,16153,2019-11-06,3.063131,50.64367
8135,16154,2019-11-06,3.063131,50.64367
8136,16155,2019-12-04,3.092144,50.644033
8137,16160,2019-12-04,3.059765,50.628351
8138,16161,2019-11-19,3.072047,50.61864
8139,16163,2019-11-19,3.080372,50.621588
8140,16166,2019-11-19,3.070659,50.621966
8141,16167,2019-11-06,3.063131,50.64367
8142,16169,2019-11-06,3.063131,50.64367
8143,16173,2019-11-06,3.063131,50.64367
8144,16174,2019-11-06,3.063131,50.64367
8145,16175,2019-11-06,3.063131,50.64367
8146,16176,2019-11-06,3.063131,50.64367
8147,16177,2019-11-06,3.063131,50.64367
8148,16178,2019-11-06,3.063131,50.64367
8149,16179,2019-11-06,3.063131,50.64367
8150,16180,2019-11-06,3.063131,50.64367
8151,16181,2019-11-06,3.063131,50.64367
8152,16182,2019-11-06,3.063131,50.64367
8153,16183,2019-11-06,3.063131,50.64367
8154,16184,2019-11-06,3.063131,50.64367
8155,16185,2019-11-06,3.063131,50.64367
8156,16186,2019-11-06,3.063131,50.64367
8157,16187,2019-11-06,3.063131,50.64367
8158,16188,2019-11-06,3.063131,50.64367
8159,16189,2019-11-06,3.063131,50.64367
8160,16190,2019-11-06,3.063131,50.64367
8161,16191,2019-11-06,3.063131,50.64367
8162,16193,2019-11-06,3.063131,50.64367
8163,16194,2019-11-06,3.063131,50.64367
8164,16195,2019-11-06,3.063131,50.64367
8165,16196,2019-11-06,3.063131,50.64367
8166,16197,2019-11-06,3.063131,50.64367
8167,16198,2019-11-06,3.063131,50.64367
8168,16199,2019-11-06,3.063131,50.64367
8169,16200,2019-11-06,3.063131,50.64367
8170,16201,2019-11-06,3.063131,50.64367
8171,16202,2019-11-06,3.063131,50.64367
8172,16203,2019-11-06,3.063131,50.64367
8173,16204,2019-11-06,3.063131,50.64367
8174,16205,2019-11-06,3.063131,50.64367
8175,16206,2019-11-06,3.063131,50.64367
8176,16207,2019-11-06,3.063131,50.64367
8177,16208,2019-11-06,3.063131,50.64367
8178,16209,2019-11-06,3.063131,50.64367
8179,16210,2019-11-06,3.063131,50.64367
8180,16211,2019-11-06,3.063131,50.64367
8181,16212,2019-11-06,3.063131,50.64367
8182,16213,2019-11-27,3.077826,50.640187
8183,16214,2019-11-27,3.054137,50.638592
8184,16216,2019-11-06,3.063131,50.64367
8185,16219,2019-11-06,3.063131,50.64367
8186,16220,2019-11-06,3.063131,50.64367
8187,16221,2019-11-06,3.063131,50.64367
8188,16222,2019-11-06,3.063131,50.64367
8189,16223,2019-11-06,3.063131,50.64367
8190,16224,2019-11-06,3.063131,50.64367
8191,16225,2019-11-06,3.063131,50.64367
8192,16226,2019-11-06,3.063131,50.64367
8193,16227,2019-11-06,3.063131,50.64367
8194,16228,2019-11-06,3.063131,50.64367
8195,16229,2019-11-06,3.063131,50.64367
8196,16230,2019-11-06,3.063131,50.64367
8197,16231,2019-11-06,3.063131,50.64367
8198,16234,2019-11-19,3.035047,50.628771
8199,16235,2019-12-02,3.057903,50.634223
8200,16237,2019-11-22,3.054329,50.625023
8201,16239,2019-11-25,3.058041,50.612894
8202,16242,2019-12-02,3.044381,50.626486
8203,16243,2019-12-02,3.057066,50.642725
8204,16244,2019-12-02,3.02385,50.617787
8205,16245,2019-12-02,3.02385,50.617787
8206,16246,2019-12-04,3.050853,50.619691
8207,16250,2019-11-26,3.064486,50.61147
8208,16253,2019-11-20,3.074511,50.620767
8209,16254,2019-11-22,3.096686,50.630184
8210,16256,2019-11-22,3.088463,50.652766
8211,16260,2019-11-20,3.059062,50.629539
8212,16262,2019-12-03,3.06786,50.634864
8213,16270,2019-11-25,3.071109,50.62367
8214,16271,2019-11-25,3.085371,50.635889
8215,16272,2019-11-25,3.085371,50.635889
8216,16276,2019-11-26,3.062465,50.619366
8217,16277,2019-11-26,3.062465,50.619366
8218,16278,2019-11-26,3.062465,50.619366
8219,16279,2019-11-26,3.062465,50.619366
8220,16280,2019-11-26,3.062465,50.619366
8221,16281,2019-11-26,3.062465,50.619366
8222,16282,2019-11-26,3.062465,50.619366
8223,16290,2019-12-02,3.062837,50.623065
8224,16292,2019-11-13,3.062271,50.647323
8225,16294,2019-11-25,3.031688,50.62655
8226,16297,2019-11-20,3.055515,50.647329
8227,16299,2019-11-22,3.080372,50.621588
8228,16300,2019-12-04,3.043453,50.621839
8229,16301,2019-11-20,3.062332,50.647691
8230,16303,2019-11-22,3.022151,50.628812
8231,16305,2019-11-28,3.043867,50.631076
8232,16307,2019-12-05,3.051428,50.630122
8233,16310,2019-11-22,3.053019,50.646106
8234,16312,2019-12-04,3.053804,50.606659
8235,16313,2019-11-22,3.064526,50.629305
8236,16314,2019-11-19,3.042329,50.624152
8237,16316,2019-11-29,3.068301,50.628444
8238,16317,2019-11-22,3.059319,50.639455
8239,16319,2019-12-02,3.06034,50.646468
8240,16324,2019-11-22,3.041606,50.6241
8241,16325,2019-11-30,3.053375,50.644106
8242,16328,2019-11-26,3.10492,50.628297
8243,16330,2019-12-03,3.050066,50.634958
8244,16332,2019-12-03,3.049261,50.630102
8245,16333,2019-12-03,3.049261,50.630102
8246,16335,2019-11-20,3.058041,50.612894
8247,16336,2019-12-05,3.047684,50.628008
8248,16338,2019-11-29,3.049379,50.623032
8249,16339,2019-11-19,3.039954,50.625172
8250,16340,2019-12-05,3.076186,50.613194
8251,16342,2019-11-22,3.073382,50.617745
8252,16343,2019-11-15,3.104452,50.626641
8253,16344,2019-11-22,3.044059,50.621983
8254,16345,2019-12-04,3.059319,50.639455
8255,16346,2019-11-22,3.044059,50.621983
8256,16347,2019-11-25,3.073242,50.629039
8257,16350,2019-11-27,3.042074,50.630968
8258,16353,2019-11-27,3.071025,50.622921
8259,16358,2019-11-28,3.05239,50.645627
8260,16360,2019-11-28,3.092144,50.644033
8261,16362,2019-11-29,3.068656,50.634908
8262,16367,2019-11-25,3.064691,50.631932
8263,16368,2019-11-13,3.05684,50.635126
8264,16369,2019-11-28,3.058802,50.624953
8265,16370,2019-11-12,3.084241,50.636788
8266,16371,2019-11-28,3.052208,50.63242
8267,16373,2019-11-26,3.024991,50.616661
8268,16375,2019-11-22,3.064252,50.632328
8269,16377,2019-11-25,3.087293,50.654454
8270,16380,2019-12-02,3.057617,50.620094
8271,16381,2019-12-02,3.057617,50.620094
8272,16385,2019-11-21,3.060979,50.611545
8273,16387,2019-11-28,3.03669,50.624451
8274,16390,2019-11-27,3.057122,50.64516
8275,16391,2019-11-26,3.068117,50.636545
8276,16392,2019-11-29,3.058401,50.619413
8277,16393,2019-11-22,3.059679,50.645697
8278,16395,2019-11-20,3.092144,50.644033
8279,16398,2019-11-29,3.065936,50.619982
8280,16401,2019-12-09,3.100064,50.62978
8281,16402,2019-12-06,3.046262,50.625227
8282,16406,2019-11-28,3.091819,50.636541
8283,16408,2019-12-04,3.037156,50.623491
8284,16410,2019-11-22,3.062533,50.641018
8285,16411,2019-11-22,3.062533,50.641018
8286,16412,2019-11-22,3.062533,50.641018
8287,16413,2019-11-22,3.062533,50.641018
8288,16414,2019-11-22,3.062533,50.641018
8289,16415,2019-11-28,3.091819,50.636541
8290,16417,2019-11-28,3.091819,50.636541
8291,16419,2019-12-09,3.052917,50.614637
8292,16421,2019-11-28,3.05272,50.621313
8293,16429,2019-11-25,3.057066,50.642725
8294,16431,2019-12-06,3.053857,50.622646
8295,16433,2019-12-06,3.053857,50.622646
8296,16434,2019-12-06,3.053857,50.622646
8297,16437,2019-11-29,3.093438,50.647479
8298,16438,2019-12-10,3.039392,50.632858
8299,16439,2019-11-27,3.068429,50.633403
8300,16440,2019-12-05,3.075292,50.637407
8301,16444,2019-11-28,3.058807,50.644592
8302,16446,2019-11-29,3.05386,50.623433
8303,16447,2019-11-29,3.05386,50.623433
8304,16448,2019-11-29,3.05386,50.623433
8305,16449,2019-11-29,3.05386,50.623433
8306,16450,2019-11-29,3.05386,50.623433
8307,16451,2019-11-29,3.05386,50.623433
8308,16452,2019-11-29,3.05386,50.623433
8309,16454,2019-10-11,3.06998,50.627014
8310,16455,2019-12-04,3.051977,50.627341
8311,16457,2019-11-22,3.055879,50.637445
8312,16458,2019-11-27,3.053502,50.624109
8313,16460,2019-11-18,3.0852,50.652871
8314,16465,2019-11-28,3.075292,50.637407
8315,16466,2019-11-28,3.075292,50.637407
8316,16470,2019-12-02,3.032087,50.635547
8317,16473,2019-12-12,3.062385,50.623075
8318,16477,2019-12-04,3.090808,50.63268
8319,16544,2019-12-04,3.060555,50.644964
8320,16563,2019-12-06,3.053043,50.644089
8321,16564,2019-12-09,3.067479,50.639967
8322,16566,2019-12-05,3.044166,50.628794
8323,16568,2019-12-05,3.067178,50.628156
8324,16571,2019-11-14,3.056437,50.632972
8325,16575,2019-12-09,3.059263,50.62852
8326,16576,2019-11-29,3.035137,50.624069
8327,16577,2019-12-13,3.068771,50.621498
8328,16578,2019-12-06,3.068878,50.620075
8329,16593,2019-12-12,3.05007,50.632204
8330,16597,2019-12-12,3.059473,50.619729
8331,16602,2019-12-12,3.053731,50.636666
8332,16603,2019-12-12,3.062109,50.638682
8333,16604,2019-12-11,3.059995,50.638747
8334,16608,2019-12-11,3.072869,50.622432
8335,16609,2019-12-12,3.060873,50.624649
8336,16612,2019-12-12,3.093868,50.623729
8337,16614,2019-11-29,3.054196,50.619443
8338,16616,2019-11-22,3.053383,50.619004
8339,16618,2019-12-13,3.046531,50.629099
8340,16622,2019-12-03,3.060979,50.611545
8341,16624,2019-12-11,3.054817,50.623917
8342,16629,2019-12-10,3.044216,50.625539
8343,16631,2019-12-09,3.0365,50.627641
8344,16632,2019-12-12,3.042827,50.621688
8345,16633,2019-12-12,3.042827,50.621688
8346,16634,2019-12-12,3.042827,50.621688
8347,16635,2019-12-12,3.042827,50.621688
8348,16637,2019-12-12,3.116943,50.62645
8349,16641,2019-12-11,3.066865,50.619426
8350,16642,2019-12-11,3.066865,50.619426
8351,16643,2019-12-11,3.066865,50.619426
8352,16644,2019-12-11,3.066865,50.619426
8353,16645,2019-12-11,3.066865,50.619426
8354,16646,2019-12-11,3.066865,50.619426
8355,16648,2019-12-09,3.042949,50.632474
8356,16650,2019-12-12,3.054053,50.641116
8357,16655,2019-12-13,3.067464,50.637241
8358,16656,2019-12-12,3.069965,50.627835
8359,16658,2019-12-13,3.060768,50.626501
8360,16659,2019-12-11,3.058566,50.631237
8361,16662,2019-12-16,3.082821,50.640823
8362,16665,2019-12-13,3.057315,50.63252
8363,16667,2019-12-12,3.082821,50.640823
8364,16668,2019-12-05,3.054233,50.619988
8365,16669,2019-12-09,3.041434,50.624448
8366,16671,2019-12-04,3.057058,50.627232
8367,16673,2019-11-19,3.052946,50.637147
8368,16676,2019-12-06,3.0669,50.622772
8369,16678,2019-12-13,3.103782,50.630895
8370,16682,2019-12-02,3.03373,50.627021
8371,16693,2019-12-13,3.056043,50.619713
8372,16694,2019-12-16,3.042214,50.63378
8373,16697,2019-12-18,3.05062,50.626959
8374,16699,2019-12-04,3.091709,50.649766
8375,16701,2019-11-28,3.071433,50.641408
8376,16703,2019-11-29,3.091463,50.630629
8377,16704,2019-11-29,3.091463,50.630629
8378,16706,2019-11-29,3.091463,50.630629
8379,16713,2019-11-29,3.062332,50.647691
8380,16714,2019-12-16,3.076186,50.613194
8381,16716,2019-11-29,3.073127,50.612082
8382,16717,2019-12-05,3.046641,50.630724
8383,16720,2019-11-26,3.071537,50.622685
8384,16721,2019-11-27,3.032087,50.635547
8385,16722,2019-12-04,3.059768,50.626323
8386,16723,2019-12-04,3.059768,50.626323
