,rowid,longitude,latitude
7050,13927,3.083275,50.639789
7051,13928,3.059679,50.645697
7052,13930,3.042924,50.633211
7053,13933,3.042289,50.633145
7054,13934,3.042289,50.633145
7055,13935,3.042289,50.633145
7056,13936,3.042289,50.633145
7057,13939,3.062752,50.628115
7058,13943,3.0852,50.652871
7059,13945,3.06034,50.646468
7060,13946,3.046641,50.630724
7061,13947,3.052557,50.63308
7062,13951,3.071109,50.62367
7063,13952,3.065369,50.635283
7064,13953,3.065369,50.635283
7065,13954,3.06626,50.632931
7066,13955,3.046517,50.625689
7067,13958,3.05861,50.645087
7068,13959,3.062601,50.634486
7069,13960,3.047419,50.627309
7070,13961,3.055225,50.630279
7071,13963,3.056381,50.635266
7072,13964,3.055741,50.638902
7073,13965,3.075532,50.613147
7074,13968,3.047816,50.626093
7075,13969,3.068907,50.63402
7076,13970,3.070009,50.634918
7077,13973,3.097321,50.634839
7078,13974,3.097321,50.634839
7079,13975,3.097321,50.634839
7080,13976,3.097321,50.634839
7081,13977,3.097321,50.634839
7082,13978,3.097321,50.634839
7083,13980,3.097321,50.634839
7084,13983,3.065283,50.632177
7085,13984,3.066299,50.64263
7086,13985,3.060307,50.641161
7087,13986,3.086306,50.653744
7088,13988,3.053768,50.62049
7089,13991,3.055673,50.62273
7090,13992,3.055469,50.627029
7091,13994,3.059815,50.622728
7092,13997,3.086292,50.640033
7093,13999,3.055214,50.622359
7094,14000,3.034035,50.622001
7095,14002,3.039236,50.62834
7096,14004,3.054043,50.632935
7097,14005,3.047848,50.623014
7098,14009,3.057617,50.620094
7099,14013,3.055311,50.628806
7100,14014,3.096228,50.631831
7101,14015,3.096228,50.631831
7102,14017,3.096228,50.631831
7103,14018,3.096228,50.631831
7104,14019,3.096228,50.631831
7105,14020,3.096228,50.631831
7106,14021,3.084113,50.63863
7107,14022,3.084113,50.63863
7108,14023,3.084113,50.63863
7109,14024,3.084113,50.63863
7110,14025,3.084113,50.63863
7111,14027,3.084113,50.63863
7112,14028,3.084113,50.63863
7113,14029,3.084113,50.63863
7114,14032,3.063008,50.638542
7115,14033,3.066297,50.642129
7116,14034,3.066297,50.642129
7117,14036,3.066297,50.642129
7118,14037,3.066297,50.642129
7119,14038,3.066297,50.642129
7120,14040,3.064722,50.612436
7121,14041,3.064722,50.612436
7122,14042,3.064722,50.612436
7123,14043,3.032087,50.635547
7124,14045,3.055515,50.647329
7125,14048,3.071109,50.62367
7126,14052,3.067724,50.62938
7127,14054,3.075532,50.613147
7128,14058,3.085262,50.651321
7129,14061,3.056832,50.648182
7130,14065,3.051767,50.636224
7131,14066,3.05938,50.629711
7132,14068,3.049207,50.627427
7133,14069,3.057642,50.638541
7134,14071,3.052912,50.631733
7135,14073,3.041468,50.626369
7136,14075,3.072455,50.62367
7137,14076,3.082046,50.637023
7138,14079,3.072869,50.622432
7139,14081,3.035109,50.621925
7140,14082,3.042885,50.620786
7141,14083,3.032087,50.635547
7142,14085,3.03893,50.622933
7143,14087,3.038536,50.623994
7144,14101,3.047798,50.632524
7145,14103,3.09113,50.641682
7146,14106,3.045655,50.627169
7147,14107,3.064242,50.629516
7148,14111,3.055515,50.647329
7149,14113,3.039392,50.632858
7150,14114,3.059394,50.631571
7151,14115,3.054284,50.632555
7152,14118,3.090642,50.631584
7153,14119,3.090642,50.631584
7154,14120,3.090637,50.631536
7155,14121,3.090637,50.631536
7156,14122,3.080827,50.627905
7157,14124,3.084412,50.635682
7158,14126,3.084412,50.635682
7159,14127,3.068833,50.635343
7160,14130,3.065913,50.631957
7161,14131,3.039392,50.632858
7162,14132,3.04776,50.630099
7163,14135,3.034035,50.622001
7164,14139,3.067296,50.61981
7165,14140,3.056323,50.635054
7166,14141,3.05062,50.626959
7167,14145,3.05156,50.626755
7168,14153,3.050809,50.623265
7169,14155,3.096601,50.620873
7170,14157,3.045554,50.609685
7171,14158,3.045554,50.609685
7172,14159,3.045554,50.609685
7173,14160,3.045554,50.609685
7174,14161,3.045554,50.609685
7175,14164,3.055311,50.628806
7176,14168,3.057631,50.63442
7177,14171,3.066529,50.625874
7178,14174,3.052631,50.636291
7179,14185,3.057523,50.644417
7180,14187,3.089481,50.652476
7181,14189,3.092144,50.644033
7182,14191,3.039783,50.622673
7183,14193,3.039601,50.634317
7184,14194,3.06644,50.636252
7185,14197,3.039601,50.634317
7186,14198,3.06968,50.631386
7187,14201,3.087991,50.630283
7188,14203,3.034343,50.625638
7189,14205,3.05603,50.642124
7190,14208,3.050581,50.630043
7191,14212,3.02268,50.636792
7192,14215,3.053826,50.63886
7193,14217,3.061908,50.648026
7194,14220,3.021155,50.63635
7195,14222,3.064945,50.639665
7196,14223,3.070255,50.622789
7197,14227,3.057095,50.627345
7198,14228,3.057095,50.627345
7199,14230,3.053511,50.625251
7200,14231,3.060904,50.630111
7201,14234,3.049233,50.629438
7202,14236,3.0852,50.652871
7203,14237,3.041501,50.622089
7204,14238,3.041501,50.622089
7205,14239,3.041501,50.622089
7206,14240,3.041501,50.622089
7207,14241,3.054435,50.630108
7208,14242,3.067546,50.623476
7209,14243,3.039774,50.633653
7210,14244,3.039774,50.633653
7211,14245,3.056957,50.629814
7212,14248,3.080442,50.622551
7213,14250,3.0852,50.652871
7214,14251,3.072869,50.622432
7215,14255,3.0607,50.634233
7216,14266,3.046589,50.613926
7217,14267,3.04671,50.613918
7218,14268,3.04671,50.613918
7219,14269,3.04671,50.613918
7220,14270,3.04671,50.613918
7221,14271,3.092267,50.622361
7222,14274,3.059122,50.625145
7223,14275,3.083924,50.636304
7224,14276,3.103039,50.632426
7225,14277,3.070255,50.622789
7226,14279,3.064972,50.643317
7227,14284,3.095897,50.631175
7228,14290,3.055214,50.622359
7229,14291,3.031688,50.62655
7230,14293,3.047248,50.62922
7231,14296,3.055673,50.62273
7232,14298,3.073472,50.61667
7233,14301,3.0852,50.652871
7234,14303,3.077999,50.628013
7235,14304,3.055879,50.637445
7236,14305,3.040028,50.623799
7237,14306,3.065936,50.619982
7238,14309,3.080372,50.621588
7239,14310,3.091135,50.624117
7240,14311,3.080153,50.620828
7241,14314,3.055515,50.647329
7242,14316,3.060434,50.624524
7243,14318,3.034343,50.625638
7244,14319,3.067954,50.638495
7245,14322,3.085104,50.653539
7246,14323,3.043455,50.628255
7247,14324,3.064574,50.629771
7248,14325,3.064574,50.629771
7249,14327,3.065239,50.625278
7250,14328,3.05716,50.647862
7251,14338,3.086766,50.656397
7252,14341,3.092613,50.639962
7253,14344,3.052883,50.623477
7254,14346,3.042418,50.625593
7255,14347,3.041664,50.631263
7256,14349,3.051181,50.629051
7257,14350,3.064685,50.622458
7258,14354,3.050853,50.619691
7259,14355,3.034853,50.634469
7260,14359,3.056224,50.632881
7261,14360,3.056224,50.632881
7262,14361,3.056224,50.632881
7263,14362,3.056224,50.632881
7264,14363,3.056224,50.632881
7265,14364,3.056224,50.632881
7266,14365,3.056224,50.632881
7267,14366,3.056224,50.632881
7268,14367,3.056224,50.632881
7269,14368,3.056224,50.632881
7270,14369,3.056224,50.632881
7271,14370,3.056224,50.632881
7272,14371,3.056224,50.632881
7273,14374,3.03893,50.622933
7274,14375,3.08636,50.638462
7275,14376,3.054435,50.630108
7276,14384,3.075292,50.637407
7277,14387,3.060979,50.611545
7278,14389,3.080417,50.64144
7279,14392,3.043357,50.634377
7280,14393,3.043357,50.634377
7281,14394,3.043357,50.634377
7282,14395,3.043357,50.634377
7283,14396,3.043357,50.634377
7284,14397,3.043357,50.634377
7285,14398,3.063091,50.647755
7286,14400,3.0852,50.652871
7287,14402,3.029642,50.632131
7288,14404,3.058251,50.638687
7289,14405,3.058251,50.638687
7290,14406,3.058251,50.638687
7291,14408,3.067058,50.632064
7292,14413,3.065256,50.626488
7293,14415,3.057635,50.639746
7294,14416,3.057635,50.639746
7295,14421,3.061987,50.638703
7296,14422,3.05444,50.634437
7297,14423,3.05444,50.634437
7298,14425,3.05444,50.634437
7299,14426,3.05444,50.634437
7300,14430,3.057617,50.620094
7301,14431,3.041067,50.624012
7302,14432,3.052709,50.630947
7303,14434,3.099467,50.632723
7304,14435,3.043727,50.635981
7305,14436,3.056349,50.631948
7306,14437,3.085582,50.636522
7307,14440,3.089762,50.627083
7308,14441,3.089762,50.627083
7309,14442,3.089762,50.627083
7310,14443,3.105723,50.627778
7311,14445,3.073242,50.629039
7312,14446,3.073242,50.629039
7313,14447,3.073242,50.629039
7314,14448,3.073242,50.629039
7315,14450,3.057834,50.632714
7316,14451,3.057834,50.632714
7317,14452,3.057834,50.632714
7318,14453,3.057834,50.632714
7319,14455,3.053752,50.643266
7320,14457,3.055998,50.633082
7321,14459,3.045264,50.609846
7322,14462,3.033295,50.623816
7323,14464,3.068907,50.63402
7324,14465,3.091127,50.630692
7325,14466,3.091127,50.630692
7326,14467,3.091127,50.630692
7327,14469,3.070333,50.620754
7328,14470,3.046086,50.630454
7329,14472,3.06263,50.625342
7330,14474,3.060348,50.6404
7331,14475,3.060348,50.6404
7332,14477,3.053804,50.606659
7333,14480,3.072869,50.622432
7334,14482,3.066354,50.638168
7335,14483,3.053586,50.621458
7336,14491,3.04968,50.623546
7337,14492,3.055385,50.634205
7338,14493,3.068736,50.637527
7339,14494,3.070278,50.635264
7340,14497,3.049233,50.629438
7341,14498,3.051313,50.622503
7342,14501,3.06479,50.632743
7343,14503,3.06479,50.632743
7344,14504,3.06479,50.632743
7345,14505,3.06479,50.632743
7346,14506,3.06479,50.632743
7347,14507,3.050437,50.619485
7348,14508,3.050437,50.619485
7349,14510,3.050437,50.619485
7350,14512,3.040165,50.625175
7351,14514,3.072547,50.61263
7352,14515,3.08846,50.65221
7353,14519,3.088524,50.633076
7354,14520,3.088524,50.633076
7355,14522,3.088524,50.633076
7356,14523,3.088524,50.633076
7357,14524,3.056632,50.630513
7358,14525,3.055528,50.629252
7359,14526,3.055528,50.629252
7360,14527,3.069023,50.636953
7361,14528,3.064252,50.632328
7362,14529,3.062528,50.619276
7363,14531,3.068562,50.638136
7364,14534,3.067954,50.638495
7365,14539,3.054458,50.623392
7366,14540,3.065044,50.621388
7367,14545,3.062443,50.620078
7368,14547,3.070153,50.612204
7369,14549,3.048831,50.632889
7370,14552,3.060603,50.626321
7371,14556,3.063107,50.625235
7372,14558,3.095965,50.63209
7373,14559,3.095965,50.63209
7374,14560,3.095965,50.63209
7375,14561,3.095965,50.63209
7376,14563,3.060697,50.626961
7377,14565,3.098002,50.631754
7378,14568,3.052912,50.631733
7379,14569,3.066943,50.643158
7380,14570,3.066943,50.643158
7381,14571,3.066943,50.643158
7382,14572,3.066943,50.643158
7383,14573,3.066943,50.643158
7384,14575,3.105723,50.627778
7385,14576,3.084103,50.643086
7386,14579,3.06267,50.632529
7387,14582,3.04283,50.62769
7388,14583,3.068062,50.625004
7389,14585,3.114873,50.633041
7390,14590,3.056043,50.619713
7391,14593,3.048472,50.627548
7392,14595,3.072869,50.622432
7393,14597,3.08168,50.636278
7394,14599,3.032129,50.626171
7395,14603,3.048472,50.627548
7396,14604,3.058972,50.626172
7397,14606,3.102128,50.630888
7398,14609,3.057828,50.647254
7399,14611,3.054305,50.622773
7400,14612,3.055246,50.63611
7401,14614,3.0546,50.635406
7402,14616,3.056349,50.631948
7403,14619,3.05591,50.634454
7404,14622,3.042214,50.63378
7405,14624,3.086004,50.655555
7406,14626,3.055187,50.645873
7407,14628,3.053383,50.619004
7408,14634,3.065385,50.641981
7409,14637,3.063867,50.628225
7410,14638,3.075532,50.613147
7411,14640,3.075532,50.613147
7412,14641,3.039392,50.632858
7413,14643,3.055515,50.647329
7414,14645,3.08003,50.628649
7415,14646,3.058421,50.644384
7416,14649,3.039392,50.632858
7417,14651,3.024027,50.617927
7418,14654,3.053586,50.621458
7419,14656,3.074511,50.620767
7420,14657,3.066365,50.62083
7421,14659,3.054416,50.636212
7422,14663,3.059964,50.629895
7423,14666,3.063925,50.629419
7424,14667,3.039601,50.634317
7425,14668,3.099084,50.630827
7426,14671,3.062752,50.628115
7427,14675,3.060873,50.624649
7428,14676,3.049778,50.629339
7429,14678,3.087262,50.644551
7430,14679,3.087262,50.644551
7431,14680,3.084818,50.648284
7432,14682,3.055544,50.640219
7433,14683,3.064612,50.633579
7434,14684,3.069381,50.628556
7435,14686,3.050388,50.63232
7436,14688,3.053586,50.621458
7437,14691,3.086995,50.637882
7438,14692,3.06922,50.63906
7439,14694,3.080372,50.621588
7440,14696,3.086852,50.634185
7441,14698,3.071443,50.618223
7442,14699,3.065283,50.632177
7443,14702,3.063514,50.644389
7444,14704,3.063514,50.644389
7445,14705,3.063514,50.644389
7446,14709,3.046262,50.625227
7447,14710,3.06893,50.640078
7448,14712,3.055481,50.623736
7449,14713,3.080737,50.623479
7450,14716,3.05649,50.648933
7451,14719,3.057066,50.642725
7452,14721,3.060971,50.623156
7453,14724,3.054043,50.632935
7454,14726,3.065437,50.634037
7455,14728,3.080372,50.621588
7456,14729,3.039392,50.632858
7457,14730,3.039392,50.632858
7458,14731,3.05827,50.627295
7459,14734,3.067378,50.623127
7460,14735,3.067378,50.623127
7461,14736,3.067378,50.623127
7462,14737,3.067378,50.623127
7463,14738,3.067378,50.623127
7464,14739,3.067378,50.623127
7465,14744,3.049811,50.630683
7466,14745,3.032087,50.635547
7467,14746,3.080827,50.627905
7468,14749,3.080827,50.627905
7469,14752,3.069146,50.621682
7470,14754,3.080372,50.621588
7471,14757,3.057066,50.642725
7472,14758,3.107505,50.628108
7473,14760,3.074511,50.620767
7474,14761,3.063841,50.62944
7475,14763,3.066305,50.628736
7476,14766,3.064486,50.61147
7477,14767,3.048377,50.633307
7478,14768,3.086995,50.637882
7479,14769,3.112581,50.628259
7480,14770,3.057617,50.620094
7481,14771,3.086995,50.637882
7482,14772,3.055685,50.627056
7483,14775,3.070313,50.635347
7484,14777,3.073739,50.613124
7485,14779,3.065457,50.624596
7486,14780,3.055129,50.632368
7487,14781,3.064359,50.629744
7488,14782,3.065256,50.626488
7489,14783,3.089726,50.627306
7490,14784,3.089726,50.627306
7491,14785,3.054335,50.646753
7492,14786,3.052946,50.637147
7493,14790,3.032931,50.62422
7494,14793,3.068456,50.640564
7495,14794,3.04776,50.630099
7496,14796,3.116943,50.62645
7497,14799,3.072869,50.622432
7498,14803,3.052208,50.629557
7499,14804,3.045264,50.609846
7500,14806,3.114873,50.633041
7501,14808,3.0852,50.652871
7502,14809,3.037658,50.626922
7503,14822,3.072869,50.622432
7504,14826,3.054866,50.633365
7505,14827,3.059197,50.641628
7506,14828,3.057959,50.632727
7507,14830,3.054184,50.641618
7508,14832,3.059129,50.637204
7509,14833,3.099595,50.623657
7510,14835,3.042713,50.633869
7511,14840,3.046086,50.630454
7512,14842,3.059759,50.636496
7513,14843,3.059759,50.636496
7514,14844,3.059759,50.636496
7515,14847,3.053043,50.644089
7516,14849,3.054196,50.619443
7517,14850,3.090331,50.632496
7518,14854,3.045299,50.625466
7519,14859,3.055011,50.645958
7520,14861,3.044041,50.615267
7521,14862,3.080153,50.620828
7522,14864,3.044041,50.615267
7523,14869,3.033295,50.623816
7524,14873,3.08846,50.65221
7525,14875,3.073739,50.613124
7526,14877,3.086491,50.646445
7527,14878,3.060628,50.623357
7528,14879,3.058985,50.639479
7529,14880,3.042171,50.633542
7530,14881,3.042171,50.633542
7531,14883,3.048377,50.633307
7532,14886,3.054196,50.619443
7533,14888,3.091441,50.643005
7534,14890,3.091441,50.643005
7535,14891,3.091441,50.643005
7536,14897,3.080827,50.627905
7537,14898,3.060873,50.624649
7538,14900,3.084818,50.648284
7539,14901,3.039392,50.632858
7540,14909,3.114873,50.633041
7541,14912,3.03373,50.627021
7542,14914,,
7543,14915,,
7544,14918,,
7545,14920,,
7546,14921,,
7547,14922,,
7548,14925,,
7549,14926,3.049542,50.631784
7550,14927,3.062332,50.647691
7551,14929,3.039281,50.634077
7552,14930,3.039281,50.634077
7553,14931,3.039281,50.634077
7554,14932,3.042335,50.633338
7555,14933,3.057473,50.645221
7556,14935,3.057208,50.645362
7557,14941,3.050901,50.628838
7558,14942,3.062332,50.647691
7559,14944,3.065936,50.619982
7560,14947,3.069313,50.621815
7561,14948,3.069313,50.621815
7562,14950,3.058988,50.642589
7563,14953,3.06034,50.646468
7564,14955,3.053905,50.631316
7565,14956,3.03158,50.622774
7566,14958,3.092191,50.629885
7567,14960,3.092191,50.629885
7568,14961,3.092191,50.629885
7569,14962,3.092191,50.629885
7570,14963,3.090331,50.632496
7571,14965,3.062623,50.64144
7572,14967,3.084658,50.643965
7573,14968,3.096399,50.633445
7574,14969,3.057932,50.63742
7575,14970,3.050536,50.625418
7576,14971,3.080827,50.627905
7577,14979,3.03893,50.622933
7578,14982,3.067178,50.628156
7579,14984,3.080153,50.620828
7580,14985,3.055663,50.634532
7581,14987,3.052395,50.612165
7582,14993,3.053717,50.633013
7583,14994,3.053717,50.633013
7584,14995,3.053717,50.633013
7585,14997,3.053717,50.633013
7586,14998,3.053717,50.633013
7587,14999,3.053717,50.633013
7588,15000,3.053717,50.633013
7589,15001,3.053717,50.633013
7590,15002,3.053717,50.633013
7591,15003,3.053717,50.633013
7592,15004,3.053717,50.633013
7593,15005,3.053717,50.633013
7594,15006,3.053717,50.633013
7595,15007,3.053717,50.633013
7596,15008,3.053717,50.633013
7597,15009,3.053717,50.633013
7598,15010,3.053717,50.633013
7599,15011,3.053717,50.633013
7600,15012,3.053717,50.633013
7601,15017,3.0354,50.627689
7602,15020,3.087537,50.645717
7603,15028,3.080417,50.64144
7604,15029,3.073739,50.613124
7605,15031,3.032129,50.626171
7606,15034,3.055916,50.638422
7607,15037,3.063199,50.643364
7608,15038,3.040317,50.625275
7609,15039,3.093768,50.633696
7610,15040,3.093768,50.633696
7611,15041,3.063756,50.624503
7612,15042,3.035047,50.628771
7613,15045,3.045528,50.630561
7614,15046,3.045264,50.609846
7615,15048,3.069929,50.640659
7616,15051,3.063867,50.628225
7617,15057,3.051767,50.636224
7618,15062,3.04933,50.629012
7619,15065,,
7620,15066,,
7621,15067,,
7622,15068,,
7623,15069,,
7624,15070,,
7625,15071,,
7626,15072,,
7627,15074,,
7628,15075,,
7629,15076,,
7630,15077,,
7631,15078,,
7632,15079,,
7633,15080,,
7634,15081,,
7635,15082,,
7636,15083,,
7637,15084,,
7638,15085,,
7639,15086,,
7640,15087,,
7641,15088,,
7642,15089,,
7643,15098,,
7644,15099,,
7645,15100,,
7646,15101,,
7647,15102,,
7648,15105,3.057591,50.630449
7649,15107,3.085349,50.639404
7650,15110,3.062011,50.623198
7651,15113,3.062011,50.623198
7652,15114,3.062011,50.623198
7653,15116,3.066172,50.625532
7654,15119,3.08003,50.628649
7655,15120,3.053117,50.623849
7656,15122,3.070333,50.620754
7657,15127,3.049811,50.630683
7658,15129,3.060873,50.624649
7659,15130,3.060873,50.624649
7660,15131,3.092144,50.644033
7661,15134,3.055311,50.628806
7662,15135,3.061011,50.624031
7663,15136,3.067058,50.632064
7664,15137,3.055111,50.632015
7665,15138,3.058427,50.636144
7666,15139,3.075192,50.63467
7667,15140,3.068234,50.639816
7668,15142,3.060732,50.64377
7669,15146,3.080737,50.623479
7670,15148,3.039149,50.633862
7671,15149,3.093768,50.633696
7672,15150,3.041947,50.622718
7673,15152,3.033295,50.623816
7674,15153,3.044963,50.612236
7675,15154,3.044963,50.612236
7676,15155,3.044963,50.612236
7677,15156,3.044963,50.612236
7678,15157,3.0852,50.652871
7679,15159,3.03373,50.627021
7680,15160,3.055931,50.628163
7681,15161,3.06034,50.646468
7682,15162,3.05192,50.619336
7683,15163,3.05192,50.619336
7684,15164,3.05192,50.619336
7685,15165,3.04375,50.629224
7686,15181,3.092104,50.646825
7687,15182,3.039392,50.632858
7688,15183,3.051767,50.636224
7689,15187,3.052759,50.633131
7690,15188,3.086079,50.640765
7691,15191,3.062597,50.638798
7692,15193,3.100014,50.632962
7693,15195,3.114998,50.62536
7694,15196,3.114998,50.62536
7695,15197,3.114998,50.62536
7696,15204,3.060197,50.627208
7697,15206,3.060645,50.628339
7698,15207,3.058985,50.639479
7699,15212,3.042087,50.622494
7700,15216,3.043727,50.635981
7701,15221,3.060009,50.64514
7702,15222,3.087675,50.619517
7703,15224,3.053699,50.629687
7704,15226,3.080827,50.627905
7705,15228,3.060997,50.623434
7706,15229,3.100596,50.62998
7707,15232,3.034191,50.624273
7708,15233,3.034191,50.624273
7709,15236,3.066172,50.625532
7710,15238,3.059378,50.643648
7711,15240,3.059378,50.643648
7712,15241,3.059378,50.643648
7713,15242,3.059378,50.643648
7714,15243,3.059378,50.643648
7715,15244,3.059378,50.643648
7716,15245,3.059378,50.643648
7717,15246,3.059378,50.643648
7718,15247,3.059378,50.643648
7719,15248,3.059378,50.643648
7720,15249,3.059378,50.643648
7721,15250,3.059378,50.643648
7722,15252,3.064587,50.64199
7723,15253,3.0852,50.652871
7724,15256,3.097141,50.636512
7725,15258,3.085811,50.648138
7726,15259,3.042313,50.623615
7727,15261,3.086306,50.653744
7728,15267,3.08003,50.628649
7729,15269,3.050901,50.628838
7730,15272,3.073652,50.620153
7731,15275,3.065585,50.626592
7732,15276,3.097676,50.630452
7733,15277,3.043191,50.632478
7734,15280,3.105723,50.627778
7735,15282,3.079977,50.627732
7736,15284,3.11169,50.627049
7737,15285,3.11169,50.627049
7738,15286,3.11169,50.627049
7739,15287,3.11169,50.627049
7740,15288,3.11169,50.627049
7741,15289,3.11169,50.627049
7742,15290,3.11169,50.627049
7743,15291,3.11169,50.627049
7744,15292,3.11169,50.627049
7745,15293,3.11169,50.627049
7746,15296,3.060605,50.638063
7747,15298,3.053338,50.636935
7748,15300,3.047248,50.62922
7749,15301,3.054394,50.634064
7750,15303,3.065402,50.631364
7751,15308,3.080417,50.64144
7752,15309,3.056999,50.626667
7753,15311,3.044216,50.625539
7754,15312,3.039601,50.634317
7755,15313,3.065157,50.634443
7756,15315,3.062729,50.629471
7757,15317,3.060676,50.646715
7758,15318,3.057226,50.624595
7759,15319,3.067301,50.622846
7760,15320,3.045101,50.628235
7761,15322,3.06616,50.629736
7762,15324,3.056806,50.636907
7763,15326,3.03373,50.627021
7764,15330,3.041468,50.626369
7765,15331,3.056546,50.632985
7766,15332,3.067479,50.639967
7767,15333,3.042913,50.62351
7768,15335,3.070673,50.640099
7769,15336,3.048472,50.627548
7770,15337,3.046262,50.625227
7771,15338,3.048333,50.630554
7772,15340,3.055279,50.632707
7773,15343,3.080737,50.623479
7774,15345,3.068504,50.621255
7775,15346,3.070676,50.621438
7776,15351,3.053804,50.606659
7777,15353,3.077999,50.628013
7778,15355,3.053439,50.625387
7779,15358,3.03893,50.622933
7780,15359,3.041628,50.632636
7781,15361,3.041468,50.626369
7782,15363,3.024677,50.633477
7783,15366,3.056393,50.628275
7784,15367,3.056393,50.628275
7785,15369,3.080417,50.64144
7786,15370,3.075192,50.63467
7787,15372,3.062785,50.629088
7788,15374,3.057959,50.632727
7789,15376,3.053731,50.636666
7790,15377,3.054629,50.646353
7791,15378,3.039129,50.623623
7792,15381,3.066674,50.61984
7793,15383,3.046075,50.624252
7794,15384,3.069954,50.639753
7795,15385,3.068138,50.623284
7796,15388,3.057683,50.626406
7797,15389,3.039601,50.634317
7798,15390,3.061028,50.624365
7799,15391,3.061028,50.624365
7800,15392,3.10492,50.628297
7801,15393,3.060938,50.629048
7802,15395,3.027764,50.633274
7803,15397,3.065251,50.636384
7804,15398,3.065913,50.631957
7805,15401,3.072869,50.622432
7806,15402,3.049472,50.62099
7807,15404,3.067047,50.641948
7808,15407,3.065588,50.63367
7809,15410,3.077806,50.628471
7810,15411,3.086843,50.654969
7811,15412,3.086843,50.654969
7812,15414,3.086843,50.654969
7813,15416,3.05328,50.632765
7814,15418,3.085995,50.645262
7815,15420,3.101309,50.623362
7816,15421,3.03893,50.622933
7817,15423,3.101309,50.623362
7818,15425,3.052883,50.623477
7819,15426,3.063394,50.639509
7820,15430,3.054196,50.619443
7821,15431,3.057567,50.64585
7822,15433,3.05567,50.62374
7823,15439,3.030836,50.622647
7824,15441,3.053378,50.631756
7825,15444,3.055502,50.640246
7826,15446,3.06034,50.646468
7827,15447,3.067892,50.62046
7828,15459,3.041468,50.626369
7829,15460,3.059607,50.625375
7830,15461,3.096939,50.650554
7831,15463,3.080417,50.64144
7832,15464,3.086232,50.648747
7833,15467,3.03893,50.622933
7834,15472,3.054671,50.633287
7835,15473,3.054671,50.633287
7836,15474,3.054671,50.633287
7837,15475,3.030836,50.622647
7838,15477,3.058422,50.636062
7839,15479,3.058422,50.636062
7840,15480,3.058422,50.636062
7841,15481,3.058422,50.636062
7842,15483,3.058505,50.636099
7843,15485,3.080417,50.64144
7844,15487,3.056558,50.633493
7845,15491,3.054196,50.619443
7846,15492,3.04776,50.630099
7847,15494,3.091819,50.636541
7848,15497,3.086563,50.650152
7849,15498,3.057828,50.647254
7850,15501,3.06161,50.619769
7851,15503,3.065566,50.625096
7852,15507,3.080372,50.621588
7853,15510,3.027764,50.633274
7854,15516,3.071632,50.633314
7855,15517,3.09115,50.638299
7856,15521,3.03625,50.624107
7857,15525,3.042214,50.63378
7858,15529,3.067347,50.636625
7859,15536,3.050488,50.620191
7860,15537,3.050488,50.620191
7861,15538,3.050488,50.620191
7862,15542,3.061911,50.63416
7863,15543,3.049207,50.627427
7864,15545,3.092144,50.644033
7865,15551,3.049207,50.627427
7866,15552,3.057122,50.64516
7867,15553,3.097676,50.630452
7868,15557,3.032087,50.635547
7869,15558,3.055074,50.631331
7870,15561,3.054842,50.645177
7871,15562,3.044489,50.613631
7872,15563,3.030965,50.625973
7873,15565,3.090331,50.632496
7874,15568,3.058985,50.639479
7875,15569,3.056545,50.645701
7876,15572,3.079596,50.639582
7877,15576,3.055515,50.647329
7878,15579,3.062391,50.629625
7879,15581,3.086491,50.646445
7880,15585,3.053916,50.639129
7881,15587,3.066361,50.634235
7882,15588,3.06848,50.632772
7883,15592,3.064486,50.61147
7884,15595,3.065028,50.629688
7885,15596,3.041947,50.622718
7886,15606,3.055431,50.644308
7887,15608,3.05563,50.623606
7888,15611,3.070255,50.622789
7889,15612,3.052436,50.628241
7890,15613,3.066365,50.62083
7891,15615,3.051869,50.644676
7892,15616,3.061033,50.622287
7893,15618,3.052934,50.646172
7894,15620,3.045582,50.605684
7895,15621,3.056468,50.637278
7896,15622,3.074976,50.623717
7897,15623,3.072704,50.628946
7898,15624,3.056881,50.644734
7899,15625,3.089053,50.650643
7900,15627,3.080417,50.64144
7901,15629,3.058041,50.612894
7902,15631,3.058041,50.612894
7903,15633,3.058584,50.624764
7904,15635,3.079898,50.626939
7905,15636,3.055044,50.643257
7906,15638,3.063867,50.628225
7907,15642,3.098002,50.631754
7908,15644,3.080372,50.621588
7909,15646,3.054435,50.630108
7910,15650,3.096757,50.632374
7911,15651,3.096757,50.632374
7912,15652,3.096757,50.632374
7913,15656,3.092468,50.622855
7914,15657,3.092468,50.622855
7915,15658,3.092468,50.622855
7916,15659,3.025396,50.633776
7917,15665,3.075292,50.637407
7918,15668,3.103782,50.630895
7919,15669,3.060961,50.641515
7920,15672,3.056393,50.628275
7921,15675,3.042885,50.620786
7922,15679,3.058041,50.612894
7923,15681,3.035137,50.624069
7924,15684,3.086745,50.647282
7925,15691,3.05591,50.634454
7926,15692,3.065437,50.634037
7927,15699,3.080417,50.64144
7928,15700,3.054068,50.646933
7929,15703,3.068183,50.637814
7930,15708,,
7931,15709,,
7932,15710,,
7933,15712,,
7934,15713,,
7935,15714,,
7936,15715,,
7937,15716,3.074831,50.619306
7938,15717,3.074831,50.619306
7939,15718,3.074831,50.619306
7940,15719,3.068234,50.639816
7941,15722,3.03893,50.622933
7942,15723,3.06028,50.625863
7943,15725,3.039783,50.622673
7944,15727,3.079898,50.626939
